drug,target
Gentamicin,HDAC1
Gentamicin,HDAC3
Gentamicin,HDAC4
Gentamicin,HIST1H2BC
Gentamicin,HMGB1
Gentamicin,HMOX1
Gentamicin,HNF1A
Gentamicin,HNF1B
Gentamicin,HNRNPA3
Gentamicin,HPD
Gentamicin,HRK
Gentamicin,HSF1
Gentamicin,HSP90B1
Gentamicin,HSPA1A
Gentamicin,HSPA5
Gentamicin,HSPA8
Gentamicin,ICAM1
Gentamicin,IDH3B
Gentamicin,IDUA
Gentamicin,IFNG
Gentamicin,IL10
Gentamicin,IL12A
Gentamicin,IL12B
Gentamicin,IL13
Gentamicin,IL1A
Gentamicin,IL1B
Gentamicin,IL5
Gentamicin,JUN
Gentamicin,KARS
Gentamicin,KCNJ1
Gentamicin,KLK1
Gentamicin,LCN2
Gentamicin,LDHD
Gentamicin,LMNA
Gentamicin,LONP1
Gentamicin,LRPAP1
Gentamicin,LRPPRC
Gentamicin,MAPK1
Gentamicin,MAPK14
Gentamicin,MAPK3
Gentamicin,MAPK8
Gentamicin,MAT2A
Gentamicin,MECP2
Gentamicin,MPO
Gentamicin,MSN
Gentamicin,MSRA
Gentamicin,MUT
Gentamicin,NDRG1
Gentamicin,NDUFS2
Gentamicin,NGF
Gentamicin,NIT1
Gentamicin,NIT2
Gentamicin,NOS1
Gentamicin,NOS2
Gentamicin,NOS3
Gentamicin,OAT
Gentamicin,PA2G4
Gentamicin,PARP1
Gentamicin,PC
Gentamicin,PCBP1
Gentamicin,PCCB
Gentamicin,PCK1
Gentamicin,PCNA
Gentamicin,PDCD6IP
Gentamicin,PEPD
Gentamicin,PGD
Gentamicin,PGM1
Gentamicin,PKD2
Gentamicin,PLA1A
Gentamicin,PNP
Gentamicin,PPARA
Gentamicin,PRDX1
Gentamicin,PRDX3
Gentamicin,PTER
Gentamicin,PTGS2
Gentamicin,PTH1R
Gentamicin,PTHLH
Gentamicin,PYROXD2
Gentamicin,RBP4
Gentamicin,RDX
Gentamicin,RELA
Gentamicin,REN
Gentamicin,RHO
Gentamicin,RPIA
Gentamicin,SARS
Gentamicin,SCNN1A
Gentamicin,SCNN1B
Gentamicin,SCNN1G
Gentamicin,SEPT2
Gentamicin,SERPINE1
Gentamicin,SERPINH1
Gentamicin,SLC12A1
Gentamicin,SLC12A3
Gentamicin,SLC22A6
Gentamicin,SLC22A8
Gentamicin,SLC4A4
Gentamicin,SLC9A3
Gentamicin,SNX6
Gentamicin,SOD2
Gentamicin,SPP1
Gentamicin,SRSF3
Gentamicin,SST
Gentamicin,SUCLG2
Gentamicin,TALDO1
Gentamicin,TGFB1
Gentamicin,TIMP1
Gentamicin,TNF
Gentamicin,TNFSF11
Gentamicin,TPMT
Gentamicin,TPP1
Gentamicin,TRPA1
Gentamicin,TRPV5
Gentamicin,TUFM
Gentamicin,UMPS
Gentamicin,UPB1
Gentamicin,VCAM1
Gentamicin,VDAC1
Gentamicin,VEGFA
Gentamicin,VIM
Gentamicin,XBP1
Gentamicin,YARS
Gentian violet cation,GSTP1
Gentian violet cation,SLC22A2
Glycyrrhizic Acid,ABCB11
Glycyrrhizic Acid,AQP2
Glycyrrhizic Acid,CASP2
Glycyrrhizic Acid,CASP3
Glycyrrhizic Acid,CASP6
Glycyrrhizic Acid,CASP8
Glycyrrhizic Acid,CASP9
Glycyrrhizic Acid,CYP3A4
Glycyrrhizic Acid,EPHX2
Glycyrrhizic Acid,GPT
Glycyrrhizic Acid,HMOX1
Glycyrrhizic Acid,IL12A
Glycyrrhizic Acid,IL12B
Glycyrrhizic Acid,IL6
Glycyrrhizic Acid,NFKB1
Glycyrrhizic Acid,NOS2
Glycyrrhizic Acid,NR1I2
Glycyrrhizic Acid,PIK3CD
Glycyrrhizic Acid,PIK3CG
Glycyrrhizic Acid,PTGS2
Glycyrrhizic Acid,RELA
Glycyrrhizic Acid,REN
Glycyrrhizic Acid,SLC22A2
Glycyrrhizic Acid,TNF
Halofantrine,KCNH2
Harmine,AHR
Harmine,CYP1A1
Harmine,DYRK1A
Harmine,MAOA
Harmine,MAPT
Harmine,WNT3A
Hexachlorophene,CCND1
Hexachlorophene,CTNNB1
Hexachlorophene,ESR1
Hexachlorophene,GSTA3
Hexachlorophene,GSTP1
Hexachlorophene,MYC
Hexachlorophene,SIAH1
Hexachlorophene,WNT3A
Hydrochlorothiazide,ABCC4
Hydrochlorothiazide,AQP2
Hydrochlorothiazide,ATP6V1B1
Hydrochlorothiazide,AVP
Hydrochlorothiazide,CAT
Hydrochlorothiazide,CDKN1B
Hydrochlorothiazide,CDKN2A
Hydrochlorothiazide,NOS3
Hydrochlorothiazide,PCNA
Hydrochlorothiazide,PTGS2
Hydrochlorothiazide,RAMP2
Hydrochlorothiazide,RAMP3
Hydrochlorothiazide,REN
Hydrochlorothiazide,SERPINE1
Hydrochlorothiazide,SLC22A6
Hydrocortisone,ABCB1
Hydrocortisone,ABCC3
Hydrocortisone,AGT
Hydrocortisone,AKT1
Hydrocortisone,AR
Hydrocortisone,CASP3
Hydrocortisone,CCL2
Hydrocortisone,CCL3
Hydrocortisone,CCL4
Hydrocortisone,CD40
Hydrocortisone,CD80
Hydrocortisone,CD86
Hydrocortisone,COL1A1
Hydrocortisone,CRH
Hydrocortisone,CSF2
Hydrocortisone,CXCL8
Hydrocortisone,CYP11B1
Hydrocortisone,CYP1A1
Hydrocortisone,CYP1B1
Hydrocortisone,CYP2E1
Hydrocortisone,CYP3A4
Hydrocortisone,EGF
Hydrocortisone,EPO
Hydrocortisone,ESR1
Hydrocortisone,FAS
Hydrocortisone,GH1
Hydrocortisone,GSTA1
Hydrocortisone,HGF
Hydrocortisone,HSD11B1
Hydrocortisone,HSD11B2
Hydrocortisone,HSD3B1
Hydrocortisone,ICAM1
Hydrocortisone,IFNB1
Hydrocortisone,IFNG
Hydrocortisone,IGF2
Hydrocortisone,IL1A
Hydrocortisone,IL1B
Hydrocortisone,IL2RA
Hydrocortisone,IL4
Hydrocortisone,IL5
Hydrocortisone,IL6
Hydrocortisone,INS
Hydrocortisone,KLK1
Hydrocortisone,KLK3
Hydrocortisone,LPL
Hydrocortisone,LY75
Hydrocortisone,MMP9
Hydrocortisone,NFE2L2
Hydrocortisone,NOS2
Hydrocortisone,NPPA
Hydrocortisone,NPY
Hydrocortisone,NQO1
Hydrocortisone,NR3C1
Hydrocortisone,NR3C2
Hydrocortisone,OXT
Hydrocortisone,PAEP
Hydrocortisone,PCNA
Hydrocortisone,POMC
Hydrocortisone,PRL
Hydrocortisone,PTGS2
Hydrocortisone,RBBP7
Hydrocortisone,RELA
Hydrocortisone,REN
Hydrocortisone,SERPINB1
Hydrocortisone,SERPINC1
Hydrocortisone,SLC22A2
Hydrocortisone,SLC23A2
Hydrocortisone,SLC5A5
Hydrocortisone,TAT
Hydrocortisone,TBX19
Hydrocortisone,TGFB1
Hydrocortisone,TNF
Hydrocortisone,TREH
Hydrocortisone,UCN2
Hydrocortisone,VCAM1
Hydrocortisone,VEGFA
Hydroxychloroquine,CASP3
Hydroxychloroquine,CFLAR
Hydroxychloroquine,FAS
Hydroxychloroquine,IL1B
Hydroxychloroquine,NOS2
Hydroxyzine,GSTP1
Hydroxyzine,HEXB
Hydroxyzine,HRH1
Hydroxyzine,IL4
Hydroxyzine,KCNH2
Hydroxyzine,SLC22A2
Imatinib,ABCB1
Imatinib,ABCB11
Imatinib,ABCC10
Imatinib,ABCG2
Imatinib,ABL1
Imatinib,AICDA
Imatinib,AKT1
Imatinib,BAD
Imatinib,BAX
Imatinib,BCL2
Imatinib,BCL2L1
Imatinib,BCL2L11
Imatinib,BCR
Imatinib,BID
Imatinib,BIRC5
Imatinib,CASP3
Imatinib,CASP8
Imatinib,CCL2
Imatinib,CCND3
Imatinib,CDC25A
Imatinib,CDK6
Imatinib,CDKN1B
Imatinib,COL1A1
Imatinib,CRKL
Imatinib,CXCL10
Imatinib,CXCL8
Imatinib,CXCL9
Imatinib,DIABLO
Imatinib,DOK1
Imatinib,EIF4E
Imatinib,EIF4EBP1
Imatinib,FGFR3
Imatinib,H2AFX
Imatinib,HMOX1
Imatinib,IFNG
Imatinib,IGF1
Imatinib,IL1B
Imatinib,JUN
Imatinib,KIT
Imatinib,KRT14
Imatinib,KRT5
Imatinib,LCK
Imatinib,LYN
Imatinib,MAPK1
Imatinib,MAPK14
Imatinib,MAPK3
Imatinib,MCL1
Imatinib,MTOR
Imatinib,NFKB1
Imatinib,NFKBIA
Imatinib,PCNA
Imatinib,PDGFB
Imatinib,PDGFRA
Imatinib,PDGFRB
Imatinib,PECAM1
Imatinib,PIK3R1
Imatinib,PPARG
Imatinib,PPP2CA
Imatinib,PRKCD
Imatinib,PTEN
Imatinib,PTGS2
Imatinib,RB1
Imatinib,RELA
Imatinib,RET
Imatinib,RPS6
Imatinib,RPS6KB1
Imatinib,SLC22A2
Imatinib,SOHLH1
Imatinib,SOX17
Imatinib,SQSTM1
Imatinib,STAT1
Imatinib,STAT5A
Imatinib,TNF
Imatinib,VEGFA
Imidazole,ADRB2
Imidazole,CAT
Imidazole,CYP2E1
Imidazole,ENPP7
Imidazole,SDR16C5
Imidazole,TYR
Imidocarb dipropionate,ACHE
Imidocarb dipropionate,PAX8
Imidocarb dipropionate,POLH
Imidocarb dipropionate,UBE2N
Imipramine,ACHE
Imipramine,ADRB1
Imipramine,ADRB2
Imipramine,ALB
Imipramine,BDNF
Imipramine,CASP3
Imipramine,CASP7
Imipramine,CAT
Imipramine,CREB1
Imipramine,CRH
Imipramine,CYP1A2
Imipramine,CYP2C19
Imipramine,CYP2D6
Imipramine,CYP3A
Imipramine,CYP3A4
Imipramine,DNAJC5
Imipramine,GSTP1
Imipramine,HMBS
Imipramine,HSPA8
Imipramine,KCNH1
Imipramine,KCNH2
Imipramine,KCNN2
Imipramine,MAPK1
Imipramine,MAPK3
Imipramine,NTRK2
Imipramine,ORM2
Imipramine,PARP1
Imipramine,PLCG1
Imipramine,POMC
Imipramine,SLC22A2
Imipramine,SLC22A3
Imipramine,SLC47A1
Imipramine,SLC6A4
Imipramine,SREBF1
Imipramine,SREBF2
Imipramine,TAC1
Imipramine,TNF
Imipramine,UGT1A4
Imiquimod,BCL2
Imiquimod,CASP3
Imiquimod,CD86
Imiquimod,ICAM1
Imiquimod,IL12A
Imiquimod,IL12B
Imiquimod,IL6
Imiquimod,ITGAX
Imiquimod,MAPK1
Imiquimod,MAPK3
Imiquimod,MMP9
Imiquimod,TIMP1
Imiquimod,TLR7
Imiquimod,TNF
Isosorbide Mononitrate,GUCY1A2
Isotretinoin,ALB
Isotretinoin,APOE
Isotretinoin,ATF2
Isotretinoin,BAX
Isotretinoin,BCL2
Isotretinoin,BCL2L1
Isotretinoin,BIRC5
Isotretinoin,CASP3
Isotretinoin,CASP8
Isotretinoin,CAT
Isotretinoin,CCL5
Isotretinoin,CCND1
Isotretinoin,CD38
Isotretinoin,CD69
Isotretinoin,CDKN1A
Isotretinoin,CKM
Isotretinoin,COL1A1
Isotretinoin,COL3A1
Isotretinoin,CREB1
Isotretinoin,CRYZ
Isotretinoin,CSF2
Isotretinoin,CYP3A4
Isotretinoin,DLST
Isotretinoin,DNASE1
Isotretinoin,FOS
Isotretinoin,G6PD
Isotretinoin,GSR
Isotretinoin,GSTP1
Isotretinoin,IFNA2
Isotretinoin,IL10
Isotretinoin,IL1A
Isotretinoin,IL1B
Isotretinoin,IL2
Isotretinoin,IL4
Isotretinoin,IL6
Isotretinoin,KRT14
Isotretinoin,KRT17
Isotretinoin,KRT19
Isotretinoin,KRT7
Isotretinoin,LMNB1
Isotretinoin,LRAT
Isotretinoin,MMP13
Isotretinoin,MMP2
Isotretinoin,MMP9
Isotretinoin,NFKB1
Isotretinoin,NR1I2
Isotretinoin,ODC1
Isotretinoin,REL
Isotretinoin,RELA
Isotretinoin,RPE65
Isotretinoin,RXRA
Isotretinoin,SOX17
Isotretinoin,TNF
Isotretinoin,XDH
Itraconazole,ABCB1
Itraconazole,ABCB11
Itraconazole,CYP1A1
Itraconazole,CYP24A1
Itraconazole,CYP3A4
Itraconazole,CYP51A1
Itraconazole,GSTP1
Itraconazole,IL4
Itraconazole,IL5
Ivermectin,ABCB1
Ivermectin,CCL3
Ivermectin,CRP
Ivermectin,CXCL8
Ivermectin,CYP1A1
Ivermectin,CYP1B1
Ivermectin,CYP2C9
Ivermectin,CYP2D6
Ivermectin,CYP2E1
Ivermectin,CYP3A4
Ivermectin,IL10
Ivermectin,IL1A
Ivermectin,MAPK1
Ivermectin,MAPK3
Ivermectin,MAPK8
Ivermectin,NOS2
Ivermectin,NQO1
Ivermectin,P2RX4
Ivermectin,PTGS2
Kanamycin,CD86
Kanamycin,JUN
Kanamycin,MAPK8
Kanamycin,PRDX3
Kanamycin,RHOA
Ketoconazole,ABCB1
Ketoconazole,ABCB11
Ketoconazole,ABCC2
Ketoconazole,AHR
Ketoconazole,AR
Ketoconazole,CASP3
Ketoconazole,CXCL8
Ketoconazole,CYP11B1
Ketoconazole,CYP11B2
Ketoconazole,CYP17A1
Ketoconazole,CYP19A1
Ketoconazole,CYP1A1
Ketoconazole,CYP1A2
Ketoconazole,CYP1B1
Ketoconazole,CYP24A1
Ketoconazole,CYP26A1
Ketoconazole,CYP27B1
Ketoconazole,CYP2B6
Ketoconazole,CYP2C19
Ketoconazole,CYP2C8
Ketoconazole,CYP2C9
Ketoconazole,CYP2D6
Ketoconazole,CYP2E1
Ketoconazole,CYP2J2
Ketoconazole,CYP3A
Ketoconazole,CYP3A4
Ketoconazole,CYP3A5
Ketoconazole,CYP4F12
Ketoconazole,CYP4F2
Ketoconazole,CYP51A1
Ketoconazole,GSTP1
Ketoconazole,HMGCR
Ketoconazole,HMOX1
Ketoconazole,HSD11B2
Ketoconazole,IL4
Ketoconazole,IL5
Ketoconazole,KCNA5
Ketoconazole,KCNH2
Ketoconazole,LHB
Ketoconazole,MAPK8
Ketoconazole,NCOA1
Ketoconazole,NFE2L2
Ketoconazole,NQO1
Ketoconazole,NR1I2
Ketoconazole,NR1I3
Ketoconazole,NR3C1
Ketoconazole,POR
Ketoconazole,REN
Ketoconazole,SLC18A2
Ketoconazole,TH
Ketoconazole,TNF
Lacosamide,SCN10A
Lacosamide,SCN3A
Lacosamide,SCN9A
Lamotrigine,ABCB1
Lamotrigine,BCL2
Lamotrigine,BDNF
Lamotrigine,CCBL1
Lamotrigine,CYP17A1
Lamotrigine,CYP19A1
Lamotrigine,CYP1A1
Lamotrigine,CYP2A6
Lamotrigine,CYP2B6
Lamotrigine,CYP2D6
Lamotrigine,CYP2E1
Lamotrigine,CYP3A4
Lamotrigine,DBH
Lamotrigine,DRD2
Lamotrigine,HLA-B
Lamotrigine,HRH1
Lamotrigine,HSD3B2
Lamotrigine,KCNH2
Lamotrigine,MC2R
Lamotrigine,NOS2
Lamotrigine,NR3C1
Lamotrigine,SCN2A
Lamotrigine,UGT1A3
Lamotrigine,UGT1A4
Levamisole,ALPL
Levamisole,BAK1
Levamisole,BCL2
Levamisole,DCC
Levamisole,ENPP1
Levamisole,IFNG
Levamisole,IL15
Levamisole,IL2
Levamisole,IL23A
Levamisole,IL6
Levamisole,NOS3
Levamisole,PTGS2
Levamisole,RB1
Levamisole,RELA
Levamisole,TNF
Levamisole,TP53
Levofloxacin,DHFR
Linezolid,MAOA
Linezolid,MAOB
Lipoic acid,LIAS
Lipoic acid,LIPT1
Lipoic acid,POR
Lipoic acid,SLC5A6
Lonafarnib,AKT1
Lonafarnib,BCL2
Lonafarnib,BCL2A1
Lonafarnib,BCL2L1
Lonafarnib,BIRC2
Lonafarnib,BIRC3
Lonafarnib,BIRC5
Lonafarnib,CASP3
Lonafarnib,CASP8
Lonafarnib,CASP9
Lonafarnib,CCND1
Lonafarnib,CFLAR
Lonafarnib,GSK3A
Lonafarnib,GSK3B
Lonafarnib,HRAS
Lonafarnib,LMNA
Lonafarnib,MMP9
Lonafarnib,NFKB1
Lonafarnib,NFKBIA
Lonafarnib,PTGS2
Lonafarnib,RB1
Lonafarnib,RELA
Lonafarnib,RHEB
Lonafarnib,TNF
Lonafarnib,TRAF1
Lonafarnib,XIAP
Lopinavir,ABCB11
Lopinavir,ABCC2
Lopinavir,ADIPOQ
Lopinavir,CAT
Lopinavir,CCL2
Lopinavir,CCL3
Lopinavir,CYP3A4
Lopinavir,IL1B
Lopinavir,IL6
Lopinavir,LEP
Lopinavir,LMNA
Lopinavir,RB1
Lopinavir,TNF
Lopinavir,ZMPSTE24
Lovastatin,ABCB1
Lovastatin,ABCB11
Lovastatin,ABCC2
Lovastatin,ACTA2
Lovastatin,AKT1
Lovastatin,APOA1
Lovastatin,APOB
Lovastatin,APP
Lovastatin,BAX
Lovastatin,BCAR1
Lovastatin,BCL2
Lovastatin,BCL2L1
Lovastatin,BCL2L11
Lovastatin,BIRC5
Lovastatin,CASP2
Lovastatin,CASP3
Lovastatin,CASP6
Lovastatin,CASP8
Lovastatin,CASP9
Lovastatin,CCND1
Lovastatin,CCND3
Lovastatin,CD44
Lovastatin,CDC42
Lovastatin,CDK2
Lovastatin,CDK5
Lovastatin,CDKN1A
Lovastatin,CDKN1B
Lovastatin,CENPF
Lovastatin,CHEK1
Lovastatin,CTNNB1
Lovastatin,CYP1A1
Lovastatin,CYP2C8
Lovastatin,EGF
Lovastatin,EGFR
Lovastatin,FBXO32
Lovastatin,FDFT1
Lovastatin,FLOT1
Lovastatin,FOS
Lovastatin,FOSB
Lovastatin,GAP43
Lovastatin,GSK3B
Lovastatin,H2AFX
Lovastatin,HMGCR
Lovastatin,HMOX1
Lovastatin,HRAS
Lovastatin,IGF1
Lovastatin,IGF1R
Lovastatin,INS
Lovastatin,INSR
Lovastatin,JUN
Lovastatin,KCNH2
Lovastatin,KRAS
Lovastatin,LDLR
Lovastatin,LEF1
Lovastatin,LMNB1
Lovastatin,LPA
Lovastatin,MAPK1
Lovastatin,MAPK3
Lovastatin,MMP2
Lovastatin,MMP9
Lovastatin,NR1I2
Lovastatin,NRAS
Lovastatin,PLAT
Lovastatin,PON3
Lovastatin,PPARG
Lovastatin,PRKCD
Lovastatin,PTEN
Lovastatin,PTGS2
Lovastatin,RAC1
Lovastatin,RAF1
Lovastatin,RAP1A
Lovastatin,RB1
Lovastatin,RHOA
Lovastatin,RHOB
Lovastatin,SCARB1
Lovastatin,SLCO1B1
Lovastatin,SREBF2
Lovastatin,TG
Lovastatin,TGFB1
Lovastatin,TH
Lovastatin,TNFSF10
Lovastatin,TP53
Lumefantrine,CYP3A4
Lumefantrine,CYP2D6
Luteolin,ABCC1
Luteolin,ABCC2
Luteolin,ABCC4
Luteolin,ABCG2
Luteolin,ACTA2
Luteolin,AHR
Luteolin,AKT1
Luteolin,BAX
Luteolin,BCL2
Luteolin,BCL2L1
Luteolin,BIRC2
Luteolin,CASP1
Luteolin,CASP3
Luteolin,CASP7
Luteolin,CASP8
Luteolin,CASP9
Luteolin,CAT
Luteolin,CCNA2
Luteolin,CCNB1
Luteolin,CD40
Luteolin,CDK1
Luteolin,CDK2
Luteolin,CDKN1A
Luteolin,CDKN1B
Luteolin,CHUK
Luteolin,CYP1A1
Luteolin,CYP1B1
Luteolin,CYP2E1
Luteolin,CYP3A4
Luteolin,CYP3A5
Luteolin,EGF
Luteolin,EGFR
Luteolin,ESR1
Luteolin,ESR2
Luteolin,FOS
Luteolin,FOSB
Luteolin,GADD45B
Luteolin,GCLC
Luteolin,GCLM
Luteolin,GFAP
Luteolin,GPX1
Luteolin,HIF1A
Luteolin,HMOX1
Luteolin,ICAM1
Luteolin,IFNG
Luteolin,IL10
Luteolin,IL17A
Luteolin,IL1B
Luteolin,IL4
Luteolin,IL5
Luteolin,IL6
Luteolin,IRF3
Luteolin,JUN
Luteolin,JUNB
Luteolin,JUND
Luteolin,MAPK1
Luteolin,MAPK10
Luteolin,MAPK3
Luteolin,MAPK8
Luteolin,MAPK9
Luteolin,MMP1
Luteolin,MMP9
Luteolin,NFE2L2
Luteolin,NFKB1
Luteolin,NFKBIA
Luteolin,NFKBIB
Luteolin,NOS2
Luteolin,P2RX4
Luteolin,PARP1
Luteolin,PKM
Luteolin,PLK1
Luteolin,PTGS2
Luteolin,PTK2
Luteolin,PYCARD
Luteolin,RELA
Luteolin,SELE
Luteolin,SFN
Luteolin,SLC16A1
Luteolin,SOD1
Luteolin,STAT3
Luteolin,TBK1
Luteolin,TNF
Luteolin,TNFAIP3
Luteolin,TNFSF10
Luteolin,TOP1
Luteolin,TP53I3
Luteolin,TP63
Luteolin,TP73
Luteolin,UGT1A3
Luteolin,VCAM1
Luteolin,VEGFA
Luteolin,XIAP
Mannitol,AQP9
Mannitol,BAD
Mannitol,BCL2
Mannitol,CASP3
Mannitol,CASP9
Mannitol,IL6
Mannitol,MAP2K1
Mannitol,MAP2K2
Mannitol,MAPK1
Mannitol,MAPK8
Mannitol,MYL9
Mannitol,NPPA
Mannitol,NTS
Mannitol,OAT
Mannitol,PTK2
Mannitol,SLC12A1
Mannitol,SRC
Mannitol,TNF
Mebendazole,BAX
Mebendazole,BCL2
Mebendazole,CCL2
Mebendazole,CXCL8
Mebendazole,CYP1A1
Mebendazole,CYP1A2
Mebendazole,GSTP1
Mebendazole,IL6R
Mebendazole,MAPK1
Mebendazole,MAPK3
Mebendazole,MAPK8
Mebendazole,MAPK9
Mebendazole,MAPT
Mebendazole,TNF
Mebendazole,VEGFA
Medroxyprogesterone Acetate,ABCB11
Medroxyprogesterone Acetate,AKR1C1
Medroxyprogesterone Acetate,AKR1C2
Medroxyprogesterone Acetate,AKR1C3
Medroxyprogesterone Acetate,AKR1C4
Medroxyprogesterone Acetate,AR
Medroxyprogesterone Acetate,BAX
Medroxyprogesterone Acetate,BCL2L11
Medroxyprogesterone Acetate,CCL2
Medroxyprogesterone Acetate,CCNB1
Medroxyprogesterone Acetate,CCND1
Medroxyprogesterone Acetate,CD40LG
Medroxyprogesterone Acetate,CDKN1A
Medroxyprogesterone Acetate,CDKN1B
Medroxyprogesterone Acetate,CFLAR
Medroxyprogesterone Acetate,CREBBP
Medroxyprogesterone Acetate,CRP
Medroxyprogesterone Acetate,CYBB
Medroxyprogesterone Acetate,CYP1B1
Medroxyprogesterone Acetate,CYP3A4
Medroxyprogesterone Acetate,DCN
Medroxyprogesterone Acetate,EPHX1
Medroxyprogesterone Acetate,ESR1
Medroxyprogesterone Acetate,EZH2
Medroxyprogesterone Acetate,F2
Medroxyprogesterone Acetate,F2R
Medroxyprogesterone Acetate,F3
Medroxyprogesterone Acetate,FASLG
Medroxyprogesterone Acetate,FBLN1
Medroxyprogesterone Acetate,FN1
Medroxyprogesterone Acetate,FOXO1
Medroxyprogesterone Acetate,FOXO3
Medroxyprogesterone Acetate,FSHB
Medroxyprogesterone Acetate,GADD45A
Medroxyprogesterone Acetate,HSD11B1
Medroxyprogesterone Acetate,HSD11B2
Medroxyprogesterone Acetate,ICAM1
Medroxyprogesterone Acetate,IFNG
Medroxyprogesterone Acetate,IGFBP1
Medroxyprogesterone Acetate,IL1B
Medroxyprogesterone Acetate,IL2
Medroxyprogesterone Acetate,IL6
Medroxyprogesterone Acetate,MAPK1
Medroxyprogesterone Acetate,MAPK3
Medroxyprogesterone Acetate,MMP2
Medroxyprogesterone Acetate,MMP9
Medroxyprogesterone Acetate,NCF2
Medroxyprogesterone Acetate,NCOA1
Medroxyprogesterone Acetate,NOS3
Medroxyprogesterone Acetate,NR1I2
Medroxyprogesterone Acetate,NR3C1
Medroxyprogesterone Acetate,NR3C2
Medroxyprogesterone Acetate,PDGFA
Medroxyprogesterone Acetate,PDGFB
Medroxyprogesterone Acetate,PGR
Medroxyprogesterone Acetate,PRL
Medroxyprogesterone Acetate,RELA
Medroxyprogesterone Acetate,SERPINE1
Medroxyprogesterone Acetate,SFN
Medroxyprogesterone Acetate,SIRT1
Medroxyprogesterone Acetate,SOD1
Medroxyprogesterone Acetate,SOD2
Medroxyprogesterone Acetate,TNF
Medroxyprogesterone Acetate,TP53
Medroxyprogesterone Acetate,VCAM1
Medroxyprogesterone Acetate,VDR
Medroxyprogesterone Acetate,VIM
Medroxyprogesterone Acetate,WNT5A
Mefloquine,ABCC1
Mefloquine,ABCC4
Mefloquine,CYP3A4
Mefloquine,KCNH2
Mefloquine,PTK2B
Meglumine Antimoniate,APAF1
Meglumine Antimoniate,BAK1
Meglumine Antimoniate,BAX
Meglumine Antimoniate,BCL2
Meglumine Antimoniate,CASP3
Meglumine Antimoniate,CASP7
Meglumine Antimoniate,CASP9
Meglumine Antimoniate,FLT1
Meglumine Antimoniate,HIF1A
Meglumine Antimoniate,KDR
Meglumine Antimoniate,NRP1
Meglumine Antimoniate,PECAM1
Meglumine Antimoniate,TP53
Meglumine Antimoniate,VEGFA
Melarsoprol,BCL2
Melarsoprol,CASP3
Melarsoprol,CYP2C19
Melarsoprol,CYP2C9
Melarsoprol,CYP2D6
Melarsoprol,CYP3A4
Melarsoprol,NFKB1
Melarsoprol,PARP1
Melarsoprol,RELA
Melarsoprol,RIPK1
Melatonin,ACHE
Melatonin,AGT
Melatonin,AKT1
Melatonin,ALB
Melatonin,APP
Melatonin,AR
Melatonin,ATF2
Melatonin,ATF4
Melatonin,ATF6
Melatonin,BAD
Melatonin,BAK1
Melatonin,BAX
Melatonin,BCL2
Melatonin,BCL2L1
Melatonin,BID
Melatonin,CASP12
Melatonin,CASP3
Melatonin,CASP8
Melatonin,CASP9
Melatonin,CAT
Melatonin,CCK
Melatonin,CCL2
Melatonin,CCNB1
Melatonin,CCND1
Melatonin,CDK1
Melatonin,CDK4
Melatonin,CDKN1A
Melatonin,CKB
Melatonin,CTSB
Melatonin,CYP19A1
Melatonin,CYP1A1
Melatonin,CYP1A2
Melatonin,CYP1B1
Melatonin,CYP2C19
Melatonin,CYP2E1
Melatonin,DDIT3
Melatonin,DRD2
Melatonin,EIF4EBP1
Melatonin,ERN1
Melatonin,ESR1
Melatonin,ESR2
Melatonin,FAS
Melatonin,FASLG
Melatonin,FGF9
Melatonin,FN1
Melatonin,FOS
Melatonin,FSHB
Melatonin,G6PD
Melatonin,GAP43
Melatonin,GFAP
Melatonin,GGT1
Melatonin,GPT
Melatonin,GSK3B
Melatonin,GSR
Melatonin,HMOX1
Melatonin,HSPA5
Melatonin,HSPA9
Melatonin,IFNG
Melatonin,IL10
Melatonin,IL1B
Melatonin,IL2
Melatonin,IL6
Melatonin,INSR
Melatonin,LEP
Melatonin,LHB
Melatonin,MAPK1
Melatonin,MAPK10
Melatonin,MAPK3
Melatonin,MAPK8
Melatonin,MAPK9
Melatonin,MAPT
Melatonin,MCL1
Melatonin,MKI67
Melatonin,MMP14
Melatonin,MMP2
Melatonin,MMP9
Melatonin,MTNR1A
Melatonin,MTNR1B
Melatonin,MTOR
Melatonin,NEFH
Melatonin,NES
Melatonin,NFE2L2
Melatonin,NFKB1
Melatonin,NOS2
Melatonin,NOS3
Melatonin,NQO1
Melatonin,NQO2
Melatonin,NR1H3
Melatonin,NR3C1
Melatonin,PAWR
Melatonin,PCNA
Melatonin,PGR
Melatonin,POMC
Melatonin,PPARGC1A
Melatonin,PRL
Melatonin,PTGS2
Melatonin,RARA
Melatonin,RELA
Melatonin,RORA
Melatonin,S100G
Melatonin,SIRT1
Melatonin,SLC22A2
Melatonin,SLC6A3
Melatonin,SNCA
Melatonin,SOD1
Melatonin,SOD2
Melatonin,SREBF1
Melatonin,STAT1
Melatonin,STAT3
Melatonin,SYP
Melatonin,TDO2
Melatonin,TF
Melatonin,TFRC
Melatonin,TGFB1
Melatonin,TH
Melatonin,TIMP2
Melatonin,TNF
Melatonin,TNFRSF1B
Melatonin,TP53
Melatonin,XBP1
Melatonin,YWHAB
Metformin,ABCB1
Metformin,ABCC9
